INFO:root:Reloaded SentencePiece model from tokenizer.model
INFO:root:#words: 32000 - BOS ID: 1 - EOS ID: 2
INFO:root:Reloaded SentencePiece model from tokenizer.model
INFO:root:#words: 32000 - BOS ID: 1 - EOS ID: 2
INFO:root:Reloaded SentencePiece model from tokenizer.model
INFO:root:#words: 32000 - BOS ID: 1 - EOS ID: 2
INFO:root:Reloaded SentencePiece model from tokenizer.model
INFO:root:#words: 32000 - BOS ID: 1 - EOS ID: 2
DEBUG:root:Layer: embedding.weight, Weight before backpropMean: 4.4523872929858044e-05, Weight Std: 1.0000399351119995, Weight Norm: 4957.61669921875
DEBUG:root:Layer: layers.11.norm2.weight, Weight before backpropMean: 1.0, Weight Std: 0.0, Weight Norm: 27.712812423706055
DEBUG:root:Layer: layers.11.norm2.bias, Weight before backpropMean: 0.0, Weight Std: 0.0, Weight Norm: 0.0
DEBUG:root:Layer: layers.12.attention.query.weight, Weight before backpropMean: 3.5724692679650616e-06, Weight Std: 0.03606018051505089, Weight Norm: 27.694194793701172
DEBUG:root:Layer: layers.12.attention.query.bias, Weight before backpropMean: 0.0, Weight Std: 0.0, Weight Norm: 0.0
DEBUG:root:Layer: layers.12.attention.key.weight, Weight before backpropMean: -1.030243765853811e-05, Weight Std: 0.03611347824335098, Weight Norm: 27.73512840270996
DEBUG:root:Layer: layers.12.attention.key.bias, Weight before backpropMean: 0.0, Weight Std: 0.0, Weight Norm: 0.0
DEBUG:root:Layer: layers.12.attention.value.weight, Weight before backpropMean: -1.167356276710052e-05, Weight Std: 0.03603373095393181, Weight Norm: 27.67388343811035
DEBUG:root:Layer: layers.12.attention.value.bias, Weight before backpropMean: 0.0, Weight Std: 0.0, Weight Norm: 0.0
DEBUG:root:Layer: layers.12.attention.out.weight, Weight before backpropMean: 4.6230263251345605e-05, Weight Std: 0.036102116107940674, Weight Norm: 27.72642707824707
DEBUG:root:Layer: layers.12.attention.out.bias, Weight before backpropMean: 0.0, Weight Std: 0.0, Weight Norm: 0.0
DEBUG:root:Layer: layers.12.ffn.linear1.weight, Weight before backpropMean: -5.910685558774276e-06, Weight Std: 0.022822102531790733, Weight Norm: 35.054744720458984
DEBUG:root:Layer: layers.12.ffn.linear1.bias, Weight before backpropMean: 0.0, Weight Std: 0.0, Weight Norm: 0.0
DEBUG:root:Layer: layers.12.ffn.linear2.weight, Weight before backpropMean: -2.342822881473694e-05, Weight Std: 0.022805698215961456, Weight Norm: 35.029563903808594
DEBUG:root:Layer: layers.12.ffn.linear2.bias, Weight before backpropMean: 0.0, Weight Std: 0.0, Weight Norm: 0.0
DEBUG:root:Layer: layers.12.norm1.weight, Weight before backpropMean: 1.0, Weight Std: 0.0, Weight Norm: 27.712812423706055
DEBUG:root:Layer: layers.12.norm1.bias, Weight before backpropMean: 0.0, Weight Std: 0.0, Weight Norm: 0.0
DEBUG:root:Layer: layers.12.norm2.weight, Weight before backpropMean: 1.0, Weight Std: 0.0, Weight Norm: 27.712812423706055
DEBUG:root:Layer: layers.12.norm2.bias, Weight before backpropMean: 0.0, Weight Std: 0.0, Weight Norm: 0.0
DEBUG:root:Layer: layers.13.attention.query.weight, Weight before backpropMean: -3.138474858133122e-05, Weight Std: 0.036101799458265305, Weight Norm: 27.726167678833008
DEBUG:root:Layer: layers.13.attention.query.bias, Weight before backpropMean: 0.0, Weight Std: 0.0, Weight Norm: 0.0
DEBUG:root:Layer: layers.13.attention.key.weight, Weight before backpropMean: 1.202573002956342e-05, Weight Std: 0.03605673089623451, Weight Norm: 27.691547393798828
DEBUG:root:Layer: layers.13.attention.key.bias, Weight before backpropMean: 0.0, Weight Std: 0.0, Weight Norm: 0.0
DEBUG:root:Layer: layers.13.attention.value.weight, Weight before backpropMean: -2.4114473490044475e-05, Weight Std: 0.03608714044094086, Weight Norm: 27.714908599853516
DEBUG:root:Layer: layers.13.attention.value.bias, Weight before backpropMean: 0.0, Weight Std: 0.0, Weight Norm: 0.0
DEBUG:root:Layer: layers.13.attention.out.weight, Weight before backpropMean: -2.4883029254851863e-05, Weight Std: 0.03610462695360184, Weight Norm: 27.728336334228516
DEBUG:root:Layer: layers.13.attention.out.bias, Weight before backpropMean: 0.0, Weight Std: 0.0, Weight Norm: 0.0
DEBUG:root:Layer: layers.13.ffn.linear1.weight, Weight before backpropMean: -8.516280104231555e-06, Weight Std: 0.022839952260255814, Weight Norm: 35.08216094970703
DEBUG:root:Layer: layers.13.ffn.linear1.bias, Weight before backpropMean: 0.0, Weight Std: 0.0, Weight Norm: 0.0
DEBUG:root:Layer: layers.13.ffn.linear2.weight, Weight before backpropMean: 1.2559913557197433e-05, Weight Std: 0.022818811237812042, Weight Norm: 35.04969024658203
DEBUG:root:Layer: layers.13.ffn.linear2.bias, Weight before backpropMean: 0.0, Weight Std: 0.0, Weight Norm: 0.0
DEBUG:root:Layer: layers.13.norm1.weight, Weight before backpropMean: 1.0, Weight Std: 0.0, Weight Norm: 27.712812423706055
DEBUG:root:Layer: layers.13.norm1.bias, Weight before backpropMean: 0.0, Weight Std: 0.0, Weight Norm: 0.0
DEBUG:root:Layer: layers.13.norm2.weight, Weight before backpropMean: 1.0, Weight Std: 0.0, Weight Norm: 27.712812423706055
DEBUG:root:Layer: layers.13.norm2.bias, Weight before backpropMean: 0.0, Weight Std: 0.0, Weight Norm: 0.0
DEBUG:root:Layer: layers.14.attention.query.weight, Weight before backpropMean: 7.844890205888078e-05, Weight Std: 0.036075856536626816, Weight Norm: 27.706296920776367
DEBUG:root:Layer: layers.14.attention.query.bias, Weight before backpropMean: 0.0, Weight Std: 0.0, Weight Norm: 0.0
DEBUG:root:Layer: layers.14.attention.key.weight, Weight before backpropMean: -2.2609892766922712e-05, Weight Std: 0.036013390868902206, Weight Norm: 27.65826416015625
DEBUG:root:Layer: layers.14.attention.key.bias, Weight before backpropMean: 0.0, Weight Std: 0.0, Weight Norm: 0.0
DEBUG:root:Layer: layers.14.attention.value.weight, Weight before backpropMean: -2.080473495880142e-05, Weight Std: 0.03613666072487831, Weight Norm: 27.75293731689453
DEBUG:root:Layer: layers.14.attention.value.bias, Weight before backpropMean: 0.0, Weight Std: 0.0, Weight Norm: 0.0
DEBUG:root:Layer: layers.14.attention.out.weight, Weight before backpropMean: 1.5912177332211286e-05, Weight Std: 0.036067068576812744, Weight Norm: 27.699487686157227
DEBUG:root:Layer: layers.14.attention.out.bias, Weight before backpropMean: 0.0, Weight Std: 0.0, Weight Norm: 0.0
DEBUG:root:Layer: layers.14.ffn.linear1.weight, Weight before backpropMean: -1.7801748981582932e-05, Weight Std: 0.022808725014328957, Weight Norm: 35.03420639038086
DEBUG:root:Layer: layers.14.ffn.linear1.bias, Weight before backpropMean: 0.0, Weight Std: 0.0, Weight Norm: 0.0
DEBUG:root:Layer: layers.14.ffn.linear2.weight, Weight before backpropMean: 1.7411925000487827e-05, Weight Std: 0.02283317968249321, Weight Norm: 35.0717658996582
DEBUG:root:Layer: layers.14.ffn.linear2.bias, Weight before backpropMean: 0.0, Weight Std: 0.0, Weight Norm: 0.0
DEBUG:root:Layer: layers.14.norm1.weight, Weight before backpropMean: 1.0, Weight Std: 0.0, Weight Norm: 27.712812423706055
DEBUG:root:Layer: layers.14.norm1.bias, Weight before backpropMean: 0.0, Weight Std: 0.0, Weight Norm: 0.0
DEBUG:root:Layer: layers.14.norm2.weight, Weight before backpropMean: 1.0, Weight Std: 0.0, Weight Norm: 27.712812423706055
DEBUG:root:Layer: layers.14.norm2.bias, Weight before backpropMean: 0.0, Weight Std: 0.0, Weight Norm: 0.0
DEBUG:root:Layer: layers.15.attention.query.weight, Weight before backpropMean: 3.3220745535800233e-05, Weight Std: 0.036091580986976624, Weight Norm: 27.718320846557617
DEBUG:root:Layer: layers.15.attention.query.bias, Weight before backpropMean: 0.0, Weight Std: 0.0, Weight Norm: 0.0
DEBUG:root:Layer: layers.15.attention.key.weight, Weight before backpropMean: 7.743866262899246e-06, Weight Std: 0.03604709357023239, Weight Norm: 27.684144973754883
DEBUG:root:Layer: layers.15.attention.key.bias, Weight before backpropMean: 0.0, Weight Std: 0.0, Weight Norm: 0.0
DEBUG:root:Layer: layers.15.attention.value.weight, Weight before backpropMean: -5.957770918030292e-05, Weight Std: 0.03611169755458832, Weight Norm: 27.73379898071289
DEBUG:root:Layer: layers.15.attention.value.bias, Weight before backpropMean: 0.0, Weight Std: 0.0, Weight Norm: 0.0
DEBUG:root:Layer: layers.15.attention.out.weight, Weight before backpropMean: 1.978836917260196e-05, Weight Std: 0.03605625033378601, Weight Norm: 27.691179275512695
DEBUG:root:Layer: layers.15.attention.out.bias, Weight before backpropMean: 0.0, Weight Std: 0.0, Weight Norm: 0.0
DEBUG:root:Layer: layers.15.ffn.linear1.weight, Weight before backpropMean: 1.3572856005339418e-05, Weight Std: 0.022839823737740517, Weight Norm: 35.081966400146484
DEBUG:root:Layer: layers.15.ffn.linear1.bias, Weight before backpropMean: 0.0, Weight Std: 0.0, Weight Norm: 0.0
DEBUG:root:Layer: layers.15.ffn.linear2.weight, Weight before backpropMean: -3.6444500892685028e-06, Weight Std: 0.022841723635792732, Weight Norm: 35.08488082885742
DEBUG:root:Layer: layers.15.ffn.linear2.bias, Weight before backpropMean: 0.0, Weight Std: 0.0, Weight Norm: 0.0
DEBUG:root:Layer: layers.15.norm1.weight, Weight before backpropMean: 1.0, Weight Std: 0.0, Weight Norm: 27.712812423706055
DEBUG:root:Layer: layers.15.norm1.bias, Weight before backpropMean: 0.0, Weight Std: 0.0, Weight Norm: 0.0
DEBUG:root:Layer: layers.15.norm2.weight, Weight before backpropMean: 1.0, Weight Std: 0.0, Weight Norm: 27.712812423706055
DEBUG:root:Layer: layers.15.norm2.bias, Weight before backpropMean: 0.0, Weight Std: 0.0, Weight Norm: 0.0
DEBUG:root:Layer: layers.16.attention.query.weight, Weight before backpropMean: 6.945105269551277e-05, Weight Std: 0.03606494888663292, Weight Norm: 27.69791030883789
DEBUG:root:Layer: layers.16.attention.query.bias, Weight before backpropMean: 0.0, Weight Std: 0.0, Weight Norm: 0.0
DEBUG:root:Layer: layers.16.attention.key.weight, Weight before backpropMean: -3.2836840546224266e-05, Weight Std: 0.03610260784626007, Weight Norm: 27.726787567138672
DEBUG:root:Layer: layers.16.attention.key.bias, Weight before backpropMean: 0.0, Weight Std: 0.0, Weight Norm: 0.0
DEBUG:root:Layer: layers.16.attention.value.weight, Weight before backpropMean: 9.307112486567348e-05, Weight Std: 0.03605618327856064, Weight Norm: 27.69121742248535
DEBUG:root:Layer: layers.16.attention.value.bias, Weight before backpropMean: 0.0, Weight Std: 0.0, Weight Norm: 0.0
DEBUG:root:Layer: layers.16.attention.out.weight, Weight before backpropMean: 1.8106087736668997e-05, Weight Std: 0.036031417548656464, Weight Norm: 27.672109603881836
DEBUG:root:Layer: layers.16.attention.out.bias, Weight before backpropMean: 0.0, Weight Std: 0.0, Weight Norm: 0.0
DEBUG:root:Layer: layers.16.ffn.linear1.weight, Weight before backpropMean: 9.853395567915868e-06, Weight Std: 0.02280682511627674, Weight Norm: 35.03127670288086
DEBUG:root:Layer: layers.16.ffn.linear1.bias, Weight before backpropMean: 0.0, Weight Std: 0.0, Weight Norm: 0.0
DEBUG:root:Layer: layers.16.ffn.linear2.weight, Weight before backpropMean: -1.2870509635831695e-05, Weight Std: 0.022816134616732597, Weight Norm: 35.04557800292969
DEBUG:root:Layer: layers.16.ffn.linear2.bias, Weight before backpropMean: 0.0, Weight Std: 0.0, Weight Norm: 0.0
DEBUG:root:Layer: layers.16.norm1.weight, Weight before backpropMean: 1.0, Weight Std: 0.0, Weight Norm: 27.712812423706055
DEBUG:root:Layer: layers.16.norm1.bias, Weight before backpropMean: 0.0, Weight Std: 0.0, Weight Norm: 0.0
DEBUG:root:Layer: layers.16.norm2.weight, Weight before backpropMean: 1.0, Weight Std: 0.0, Weight Norm: 27.712812423706055
DEBUG:root:Layer: layers.16.norm2.bias, Weight before backpropMean: 0.0, Weight Std: 0.0, Weight Norm: 0.0
DEBUG:root:Layer: layers.17.attention.query.weight, Weight before backpropMean: 6.201979704201221e-05, Weight Std: 0.03608710691332817, Weight Norm: 27.714914321899414
DEBUG:root:Layer: layers.17.attention.query.bias, Weight before backpropMean: 0.0, Weight Std: 0.0, Weight Norm: 0.0
DEBUG:root:Layer: layers.17.attention.key.weight, Weight before backpropMean: -8.818570495350286e-05, Weight Std: 0.03611769899725914, Weight Norm: 27.738449096679688
DEBUG:root:Layer: layers.17.attention.key.bias, Weight before backpropMean: 0.0, Weight Std: 0.0, Weight Norm: 0.0
DEBUG:root:Layer: layers.17.attention.value.weight, Weight before backpropMean: -5.839863206347218e-06, Weight Std: 0.036090534180402756, Weight Norm: 27.717506408691406
DEBUG:root:Layer: layers.17.attention.value.bias, Weight before backpropMean: 0.0, Weight Std: 0.0, Weight Norm: 0.0
DEBUG:root:Layer: layers.17.attention.out.weight, Weight before backpropMean: 5.526724271476269e-05, Weight Std: 0.0360509492456913, Weight Norm: 27.687137603759766
DEBUG:root:Layer: layers.17.attention.out.bias, Weight before backpropMean: 0.0, Weight Std: 0.0, Weight Norm: 0.0
DEBUG:root:Layer: layers.17.ffn.linear1.weight, Weight before backpropMean: 1.1326254934829194e-05, Weight Std: 0.022809797897934914, Weight Norm: 35.03584671020508
DEBUG:root:Layer: layers.17.ffn.linear1.bias, Weight before backpropMean: 0.0, Weight Std: 0.0, Weight Norm: 0.0
DEBUG:root:Layer: layers.17.ffn.linear2.weight, Weight before backpropMean: -2.197727189923171e-05, Weight Std: 0.022834444418549538, Weight Norm: 35.0737190246582
DEBUG:root:Layer: layers.17.ffn.linear2.bias, Weight before backpropMean: 0.0, Weight Std: 0.0, Weight Norm: 0.0
DEBUG:root:Layer: layers.17.norm1.weight, Weight before backpropMean: 1.0, Weight Std: 0.0, Weight Norm: 27.712812423706055
DEBUG:root:Layer: layers.17.norm1.bias, Weight before backpropMean: 0.0, Weight Std: 0.0, Weight Norm: 0.0
DEBUG:root:Layer: layers.17.norm2.weight, Weight before backpropMean: 1.0, Weight Std: 0.0, Weight Norm: 27.712812423706055
DEBUG:root:Layer: layers.17.norm2.bias, Weight before backpropMean: 0.0, Weight Std: 0.0, Weight Norm: 0.0
DEBUG:root:Layer: layers.18.attention.query.weight, Weight before backpropMean: -2.5142799131572247e-06, Weight Std: 0.036035530269145966, Weight Norm: 27.675262451171875
DEBUG:root:Layer: layers.18.attention.query.bias, Weight before backpropMean: 0.0, Weight Std: 0.0, Weight Norm: 0.0
DEBUG:root:Layer: layers.18.attention.key.weight, Weight before backpropMean: 1.402693033014657e-05, Weight Std: 0.036051005125045776, Weight Norm: 27.687149047851562
DEBUG:root:Layer: layers.18.attention.key.bias, Weight before backpropMean: 0.0, Weight Std: 0.0, Weight Norm: 0.0
DEBUG:root:Layer: layers.18.attention.value.weight, Weight before backpropMean: -2.2752203221898526e-05, Weight Std: 0.03610847145318985, Weight Norm: 27.73128890991211
DEBUG:root:Layer: layers.18.attention.value.bias, Weight before backpropMean: 0.0, Weight Std: 0.0, Weight Norm: 0.0
DEBUG:root:Layer: layers.18.attention.out.weight, Weight before backpropMean: 3.2097370421979576e-05, Weight Std: 0.03604310005903244, Weight Norm: 27.681089401245117
DEBUG:root:Layer: layers.18.attention.out.bias, Weight before backpropMean: 0.0, Weight Std: 0.0, Weight Norm: 0.0
DEBUG:root:Layer: layers.18.ffn.linear1.weight, Weight before backpropMean: -1.3383270925260149e-05, Weight Std: 0.022812319919466972, Weight Norm: 35.03971862792969
DEBUG:root:Layer: layers.18.ffn.linear1.bias, Weight before backpropMean: 0.0, Weight Std: 0.0, Weight Norm: 0.0
DEBUG:root:Layer: layers.18.ffn.linear2.weight, Weight before backpropMean: 1.2743507795676123e-05, Weight Std: 0.022820856422185898, Weight Norm: 35.052833557128906
DEBUG:root:Layer: layers.18.ffn.linear2.bias, Weight before backpropMean: 0.0, Weight Std: 0.0, Weight Norm: 0.0
DEBUG:root:Layer: layers.18.norm1.weight, Weight before backpropMean: 1.0, Weight Std: 0.0, Weight Norm: 27.712812423706055
DEBUG:root:Layer: layers.18.norm1.bias, Weight before backpropMean: 0.0, Weight Std: 0.0, Weight Norm: 0.0
DEBUG:root:Layer: layers.18.norm2.weight, Weight before backpropMean: 1.0, Weight Std: 0.0, Weight Norm: 27.712812423706055
DEBUG:root:Layer: layers.18.norm2.bias, Weight before backpropMean: 0.0, Weight Std: 0.0, Weight Norm: 0.0
DEBUG:root:Layer: layers.19.attention.query.weight, Weight before backpropMean: 5.91779280512128e-06, Weight Std: 0.03606985881924629, Weight Norm: 27.701629638671875
DEBUG:root:Layer: layers.19.attention.query.bias, Weight before backpropMean: 0.0, Weight Std: 0.0, Weight Norm: 0.0
DEBUG:root:Layer: layers.19.attention.key.weight, Weight before backpropMean: 3.2589312468189746e-05, Weight Std: 0.03616418316960335, Weight Norm: 27.77408218383789
DEBUG:root:Layer: layers.19.attention.key.bias, Weight before backpropMean: 0.0, Weight Std: 0.0, Weight Norm: 0.0
DEBUG:root:Layer: layers.19.attention.value.weight, Weight before backpropMean: 7.574566552648321e-05, Weight Std: 0.03603779152035713, Weight Norm: 27.677061080932617
DEBUG:root:Layer: layers.19.attention.value.bias, Weight before backpropMean: 0.0, Weight Std: 0.0, Weight Norm: 0.0
DEBUG:root:Layer: layers.19.attention.out.weight, Weight before backpropMean: -7.356076093856245e-05, Weight Std: 0.03613504022359848, Weight Norm: 27.751747131347656
DEBUG:root:Layer: layers.19.attention.out.bias, Weight before backpropMean: 0.0, Weight Std: 0.0, Weight Norm: 0.0
DEBUG:root:Layer: layers.19.ffn.linear1.weight, Weight before backpropMean: -7.990990525286179e-06, Weight Std: 0.02282457984983921, Weight Norm: 35.05855178833008
DEBUG:root:Layer: layers.19.ffn.linear1.bias, Weight before backpropMean: 0.0, Weight Std: 0.0, Weight Norm: 0.0
DEBUG:root:Layer: layers.19.ffn.linear2.weight, Weight before backpropMean: -2.00227750610793e-05, Weight Std: 0.02281106635928154, Weight Norm: 35.03780746459961
DEBUG:root:Layer: layers.19.ffn.linear2.bias, Weight before backpropMean: 0.0, Weight Std: 0.0, Weight Norm: 0.0
DEBUG:root:Layer: layers.19.norm1.weight, Weight before backpropMean: 1.0, Weight Std: 0.0, Weight Norm: 27.712812423706055
DEBUG:root:Layer: layers.19.norm1.bias, Weight before backpropMean: 0.0, Weight Std: 0.0, Weight Norm: 0.0
DEBUG:root:Layer: layers.19.norm2.weight, Weight before backpropMean: 1.0, Weight Std: 0.0, Weight Norm: 27.712812423706055
DEBUG:root:Layer: layers.19.norm2.bias, Weight before backpropMean: 0.0, Weight Std: 0.0, Weight Norm: 0.0
DEBUG:root:Layer: output_layer.weight, Weight before backpropMean: -1.0197866231465014e-06, Weight Std: 0.007812432944774628, Weight Norm: 38.72949981689453
DEBUG:root:Layer: output_layer.bias, Weight before backpropMean: 0.0, Weight Std: 0.0, Weight Norm: 0.0
DEBUG:root:Layer: embedding.weight, Gradient Mean: 3.7895612168002056e-17, Gradient Std: 4.292320227250457e-06, Gradient Norm: 0.021278828382492065
DEBUG:root:Layer: embedding.weight, Gradient Mean: 3.7895612168002056e-17, Gradient Std: 4.292320227250457e-06, Gradient Norm: 0.021278828382492065
DEBUG:root:Layer: layers.0.attention.query.weight, Gradient Mean: 4.4211548755768854e-14, Gradient Std: 9.52480622800067e-05, Gradient Norm: 0.07315044850111008
DEBUG:root:Layer: layers.0.attention.query.weight, Gradient Mean: 4.4211548755768854e-14, Gradient Std: 9.52480622800067e-05, Gradient Norm: 0.07315044850111008
DEBUG:root:Layer: layers.0.attention.query.bias, Gradient Mean: -4.623731456376845e-06, Gradient Std: 9.814585064304993e-05, Gradient Norm: 0.0027211448177695274
DEBUG:root:Layer: layers.0.attention.query.bias, Gradient Mean: -4.623731456376845e-06, Gradient Std: 9.814585064304993e-05, Gradient Norm: 0.0027211448177695274
DEBUG:root:Layer: layers.0.attention.key.weight, Gradient Mean: -1.5237194372994672e-13, Gradient Std: 9.999385656556115e-05, Gradient Norm: 0.07679521292448044
DEBUG:root:Layer: layers.0.attention.key.weight, Gradient Mean: -1.5237194372994672e-13, Gradient Std: 9.999385656556115e-05, Gradient Norm: 0.07679521292448044
DEBUG:root:Layer: layers.0.attention.key.bias, Gradient Mean: -3.108624468950438e-14, Gradient Std: 1.285132590622684e-11, Gradient Norm: 3.55915491523362e-10
DEBUG:root:Layer: layers.0.attention.key.bias, Gradient Mean: -3.108624468950438e-14, Gradient Std: 1.285132590622684e-11, Gradient Norm: 3.55915491523362e-10
DEBUG:root:Layer: layers.0.attention.value.weight, Gradient Mean: -1.0105496761657687e-13, Gradient Std: 0.00035808098618872464, Gradient Norm: 0.275005966424942
